id,url,text,rating,time_created,user_id,user_profile_url,user_image_url,user_name,business_id
Y7Kq0KbJ7xSGTTTWcJ76_A,https://www.yelp.com/biz/black-pear-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=Y7Kq0KbJ7xSGTTTWcJ76_A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Nice, little cafe located in Barrington next to East bay. The coffee here is really good and they have fresh infused water. They have a range of items from...",4,2019-12-01 18:44:58,EfCuN2O6LHmxUleYT1_JeQ,https://www.yelp.com/user_details?userid=EfCuN2O6LHmxUleYT1_JeQ,https://s3-media2.fl.yelpcdn.com/photo/VHGEQfUIs6dVnwAoFNffLw/o.jpg,Vijay S.,Y9nXhUv77tdvLFKRbLz-Nw
mPFafGSdfUYHYSEyxSS_Pg,https://www.yelp.com/biz/black-pear-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=mPFafGSdfUYHYSEyxSS_Pg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"It's Barrington, RI. A very safe high tax town of good public schools, a high retail bank to human ratio and bored, privileged kids who play sports, smoke...",4,2019-03-10 10:06:16,4TCOItk-gIJROyNA5ftZ-Q,https://www.yelp.com/user_details?userid=4TCOItk-gIJROyNA5ftZ-Q,https://s3-media3.fl.yelpcdn.com/photo/yNYEAWGAaEj1EVom7KTTaQ/o.jpg,Alma C.,Y9nXhUv77tdvLFKRbLz-Nw
XzeUDjM5sDQdFQ9d3CcyfQ,https://www.yelp.com/biz/bluewater-bar-grill-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=XzeUDjM5sDQdFQ9d3CcyfQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,Good place for brunch in Barrington. I've wanted to check out this place for a while but just never madE it. The ambiance and decor is very nice and the...,4,2020-01-28 05:33:42,EfCuN2O6LHmxUleYT1_JeQ,https://www.yelp.com/user_details?userid=EfCuN2O6LHmxUleYT1_JeQ,https://s3-media2.fl.yelpcdn.com/photo/VHGEQfUIs6dVnwAoFNffLw/o.jpg,Vijay S.,YRqybRUepJmOF0-z7toBYQ
KLX27sy6WHd9K7SOB42aUw,https://www.yelp.com/biz/bluewater-bar-grill-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=KLX27sy6WHd9K7SOB42aUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"I would say this is a really good find! First time here. Mussels were fantastic, fresh and the broth was definitely worth dipping the bread into . The...",4,2019-09-23 13:45:12,lOJn1pYsRPW8m_0Sjsv4Kw,https://www.yelp.com/user_details?userid=lOJn1pYsRPW8m_0Sjsv4Kw,https://s3-media3.fl.yelpcdn.com/photo/CbBFEPTQ9xAPqPe7A3grfw/o.jpg,Margie S.,YRqybRUepJmOF0-z7toBYQ
TalXJP4jW3ERVGOM49aBCg,https://www.yelp.com/biz/bluewater-bar-grill-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=TalXJP4jW3ERVGOM49aBCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,We've been back to Bluewater a few times since our last less than stellar experience and I'm happy to say they were all great visits.   They have updated...,4,2018-09-07 08:07:39,gVzTifOfgXopP0aCB1OKCw,https://www.yelp.com/user_details?userid=gVzTifOfgXopP0aCB1OKCw,https://s3-media4.fl.yelpcdn.com/photo/Y1voURRWM60synAPqZs5Nw/o.jpg,Karen S.,YRqybRUepJmOF0-z7toBYQ
uvzqS-93WRFVZboS3MyYew,https://www.yelp.com/biz/blue-kangaroo-cafe-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=uvzqS-93WRFVZboS3MyYew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Great breakfast sandwiches, they are huge , sometimes I can skip lunch because they are so good. Coffee good, staff pleasant and helpful. A must stop if...",5,2020-02-16 06:03:17,CB_BIlF4pYrPwdSUy1Qv_Q,https://www.yelp.com/user_details?userid=CB_BIlF4pYrPwdSUy1Qv_Q,https://s3-media1.fl.yelpcdn.com/photo/snsShRp5Thzx6lSSwD8FWA/o.jpg,WC J.,LdR08gmz3kbahja73i_nyw
-EhiuF4Gz2Hgk3lekCkTdQ,https://www.yelp.com/biz/blue-kangaroo-cafe-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=-EhiuF4Gz2Hgk3lekCkTdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"This review is based on my visit in February for the #BestDonutsRI competition.  
 
We arrived in the afternoon after calling to make sure they still have...",4,2019-03-24 16:54:56,xRedI1y4B83fJX1dhPaWCQ,https://www.yelp.com/user_details?userid=xRedI1y4B83fJX1dhPaWCQ,https://s3-media4.fl.yelpcdn.com/photo/QU6y2Yiok5cBai9CHGj3KQ/o.jpg,Jamie L.,LdR08gmz3kbahja73i_nyw
XcfGKVdMMMDWGREHAnHkFA,https://www.yelp.com/biz/blue-kangaroo-cafe-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=XcfGKVdMMMDWGREHAnHkFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,I've only had their Italian grinder once from here. Portion size was pretty big and split it with my gf.  The sandwich itself tasted pretty good. My friend...,4,2019-11-26 09:47:36,EfCuN2O6LHmxUleYT1_JeQ,https://www.yelp.com/user_details?userid=EfCuN2O6LHmxUleYT1_JeQ,https://s3-media2.fl.yelpcdn.com/photo/VHGEQfUIs6dVnwAoFNffLw/o.jpg,Vijay S.,LdR08gmz3kbahja73i_nyw
SrNPsACwuAo_SzalyLux6A,https://www.yelp.com/biz/tong-d-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=SrNPsACwuAo_SzalyLux6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"This is an amazing Restaurant .  We love everything about this restaurant. 
Quality, service and price

Can't beat this fantastic Thai restaurant 

Check it...",5,2020-02-08 18:34:55,xGoNwpVeVJB9Tj8H26hJsw,https://www.yelp.com/user_details?userid=xGoNwpVeVJB9Tj8H26hJsw,,Al B.,woGwoDhUAjFNJHOlOVY8Bw
2PAEYLiFrYk31ZE3EnEzZA,https://www.yelp.com/biz/tong-d-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=2PAEYLiFrYk31ZE3EnEzZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"A half-step above mall or airport-grade Thai food. If you've never had real Thai food before, it'll be fine. But if you have, you'll be disappointed.

Ben W...",2,2019-11-02 09:49:30,3Gc6e-R1tPpFVfA_UIv4oA,https://www.yelp.com/user_details?userid=3Gc6e-R1tPpFVfA_UIv4oA,https://s3-media1.fl.yelpcdn.com/photo/EK1VEBUMEKh7gG7AoyXVvg/o.jpg,Rob L.,woGwoDhUAjFNJHOlOVY8Bw
dwSr01qcRiJkASvJb96r3Q,https://www.yelp.com/biz/tong-d-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=dwSr01qcRiJkASvJb96r3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"My absolute favorite place in Rhode Island to get Thai food! Being vegan, I love that they have a separate vegan menu. My favorite dishes here are the vegan...",5,2019-08-10 14:36:51,NKZ0EXNjAIEpJ4ZHvvFzBQ,https://www.yelp.com/user_details?userid=NKZ0EXNjAIEpJ4ZHvvFzBQ,https://s3-media3.fl.yelpcdn.com/photo/mEI4FCOd4L_TmpnkS5B_YA/o.jpg,Tamra F.,woGwoDhUAjFNJHOlOVY8Bw
I1AU2h8stISgDKPwxNcBvw,https://www.yelp.com/biz/the-boss-thai-2-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=I1AU2h8stISgDKPwxNcBvw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,I love this place. I've only ever gotten takeout and have never been disappointed. Fresh flavors and fresh ingredients and quick service. What more can yOu...,4,2019-12-07 15:02:14,3oA0Q_xXCV6WfNvvyDokgQ,https://www.yelp.com/user_details?userid=3oA0Q_xXCV6WfNvvyDokgQ,https://s3-media3.fl.yelpcdn.com/photo/z1hbbRtsdig2j5zXrvAsmw/o.jpg,April P.,L2rorP9asOFLUhOPLXHO6A
m29bHzM5yboeCuwFgaenqg,https://www.yelp.com/biz/the-boss-thai-2-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=m29bHzM5yboeCuwFgaenqg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"My family order foods here once a week. 
Today I found a very sharp iron particle in the fried rice. 
I was so disappointed with it.",1,2020-02-09 11:12:26,_1pUiTtyal-JIApFSG7h9w,https://www.yelp.com/user_details?userid=_1pUiTtyal-JIApFSG7h9w,https://s3-media2.fl.yelpcdn.com/photo/Ee9NRJhWTvwgCgzmzpdEaw/o.jpg,Isabelle Jihui L.,L2rorP9asOFLUhOPLXHO6A
Vpdvuq1rEVuZi9DtGL_CBQ,https://www.yelp.com/biz/the-boss-thai-2-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=Vpdvuq1rEVuZi9DtGL_CBQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"It was Labor Day and we met up with some friends to have dinner - whoops it was closed. SOoo we ended up here.  What a score that ended up being!

queer o...",4,2019-09-11 10:49:31,qJWRKkkB6Wiv5qnrWHGmIA,https://www.yelp.com/user_details?userid=qJWRKkkB6Wiv5qnrWHGmIA,https://s3-media3.fl.yelpcdn.com/photo/JHcoJPAzOm92wZSuWpNMnA/o.jpg,Shel D.,L2rorP9asOFLUhOPLXHO6A
MTeXgjdk7uSC6zIFayEo8A,https://www.yelp.com/biz/east-bay-oyster-bar-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=MTeXgjdk7uSC6zIFayEo8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"As a Barrington native from a working-class family, it's always hard to stomach the prices of restaurants in the area. However, EBO offers some of the...",4,2020-02-28 16:12:49,-v8yTGymGpnXahv5fQ6JvQ,https://www.yelp.com/user_details?userid=-v8yTGymGpnXahv5fQ6JvQ,https://s3-media2.fl.yelpcdn.com/photo/07_5UW_JdW9oD7YQ5X7V8g/o.jpg,Jo M.,o0kb5TI5fnmBmCDOBFV2IQ
u58kDUVj51IVSi4hSnVF9Q,https://www.yelp.com/biz/east-bay-oyster-bar-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=u58kDUVj51IVSi4hSnVF9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"While their winter  menu is a bit heavy, we were able to have a wonderful birthday lunch on a not so busy Friday afternoon. The wine on tap (sauv blanc -...",5,2020-01-19 17:39:21,HQl8pS0-pEHeWnlX8hsUvg,https://www.yelp.com/user_details?userid=HQl8pS0-pEHeWnlX8hsUvg,https://s3-media1.fl.yelpcdn.com/photo/kCtJmuz3W82gUN-kT8MoJw/o.jpg,Jessica M.,o0kb5TI5fnmBmCDOBFV2IQ
ZYOdjU36btjZ1K7dbBvFyw,https://www.yelp.com/biz/east-bay-oyster-bar-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=ZYOdjU36btjZ1K7dbBvFyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"I've had good experiences here and not so good experiences here. 
We keep going back though!  So I don't really know what that tells you. 
The decor is...",3,2018-11-28 12:04:55,YcM8mtqjLfoM8gijqy_Zdg,https://www.yelp.com/user_details?userid=YcM8mtqjLfoM8gijqy_Zdg,https://s3-media3.fl.yelpcdn.com/photo/je4qdQzf3qa3xiXvaBSO3g/o.jpg,Molly O.,o0kb5TI5fnmBmCDOBFV2IQ
zcCXscoTJTJ-0nB8lar5vQ,https://www.yelp.com/biz/miku-sushi-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=zcCXscoTJTJ-0nB8lar5vQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Great lunch spot!

I work in Barrington, and I'm not the best at packing a lunch. Miku has great lunch specials. I stick with the Salmon Teriyaki Bento Box,...",4,2020-02-25 11:15:30,ffif0jA1fAEtA0ISbgD6VQ,https://www.yelp.com/user_details?userid=ffif0jA1fAEtA0ISbgD6VQ,https://s3-media3.fl.yelpcdn.com/photo/LdG9jWwfuKcwZ6AH61wK6Q/o.jpg,Meghan O.,W0BuHTYn9i9PwATAA84vFQ
vm8tV83lCEi6vzek5mv9wg,https://www.yelp.com/biz/miku-sushi-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=vm8tV83lCEi6vzek5mv9wg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Food was moderate.
But we couldn't see any smile there for 1 and half hours.
The service was rough and two girls serving hall were looked already very tired...",3,2020-03-06 12:12:09,_1pUiTtyal-JIApFSG7h9w,https://www.yelp.com/user_details?userid=_1pUiTtyal-JIApFSG7h9w,https://s3-media2.fl.yelpcdn.com/photo/Ee9NRJhWTvwgCgzmzpdEaw/o.jpg,Isabelle Jihui L.,W0BuHTYn9i9PwATAA84vFQ
N2cnxcUaWlj9PugdFkJwdQ,https://www.yelp.com/biz/miku-sushi-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=N2cnxcUaWlj9PugdFkJwdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Stopped in for a birthday lunch on a cold December Friday afternoon. While not at all busy, we enjoyed an intimate and delicious lunch of sushi and the...",5,2019-12-31 11:36:33,HQl8pS0-pEHeWnlX8hsUvg,https://www.yelp.com/user_details?userid=HQl8pS0-pEHeWnlX8hsUvg,https://s3-media1.fl.yelpcdn.com/photo/kCtJmuz3W82gUN-kT8MoJw/o.jpg,Jessica M.,W0BuHTYn9i9PwATAA84vFQ
pq2aDV127U0eMcOuGkpPCg,https://www.yelp.com/biz/crepelicious-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=pq2aDV127U0eMcOuGkpPCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,This is a great place for crepes! They are delicious. The staff are very friendly and helpful. There arre quite a few veggie options. It's cozy and...,5,2020-02-02 06:14:49,LrplqNEza5o7TjT28Sv-3A,https://www.yelp.com/user_details?userid=LrplqNEza5o7TjT28Sv-3A,https://s3-media4.fl.yelpcdn.com/photo/SNDemls9SHakcsRagP48wA/o.jpg,Jason T.,BaiByoGra7dkDdZCvNT2VA
XJ_EB65-lLMcKAnF7SU3Fw,https://www.yelp.com/biz/crepelicious-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=XJ_EB65-lLMcKAnF7SU3Fw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"I am mixed.  The crepes were very tasty.  
But I am a sticker for authenticity.  Savior crepes should be made with buckwheat and cooked crisp not soft and...",4,2019-10-30 00:05:39,UEersraTCbGgVTI0qxVAQQ,https://www.yelp.com/user_details?userid=UEersraTCbGgVTI0qxVAQQ,https://s3-media1.fl.yelpcdn.com/photo/_D-siu3ZjF_fdgtGvChEhw/o.jpg,Cliff S.,BaiByoGra7dkDdZCvNT2VA
fuB-AfgtDgg9jjNI4s8Fmg,https://www.yelp.com/biz/crepelicious-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=fuB-AfgtDgg9jjNI4s8Fmg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,My daughter and I go here every Sunday after swimming lessons. Every crepe is made to order and they always taste fresh! They will make custom orders of...,5,2020-01-08 15:00:04,eMklqyydfXq0BUuipbjExw,https://www.yelp.com/user_details?userid=eMklqyydfXq0BUuipbjExw,https://s3-media3.fl.yelpcdn.com/photo/sbxtaQlQOdeoWrfax3BGcg/o.jpg,Vanessa M.,BaiByoGra7dkDdZCvNT2VA
wNFbO8WPw4EG0l5BRMIVZg,https://www.yelp.com/biz/leons-cafe-and-catering-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=wNFbO8WPw4EG0l5BRMIVZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Loved it all... to be transparent I need to pivot here... lol I hate buzz words, but to be honest I had heard about Bill's food as he has a storied...",5,2020-02-08 09:13:53,L4MweqfwRhhhDobtrR0cKA,https://www.yelp.com/user_details?userid=L4MweqfwRhhhDobtrR0cKA,https://s3-media2.fl.yelpcdn.com/photo/fFdJpEdB30LIxAaDMkM3Jg/o.jpg,Steve L.,ZPaQXB1Tst9-aSIjGp0_aw
JcLeBqTfg80E2wJgI9UnWg,https://www.yelp.com/biz/leons-cafe-and-catering-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=JcLeBqTfg80E2wJgI9UnWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,We stopped here one afternoon for brunch. The place was small but very cute and comfortable. I had my one-year-old with me and the staff was very...,4,2020-03-03 12:51:06,o_4141-ZRgn7d0bvSgS3iA,https://www.yelp.com/user_details?userid=o_4141-ZRgn7d0bvSgS3iA,https://s3-media3.fl.yelpcdn.com/photo/syt6vc1HAlbSGY6UyayBGg/o.jpg,Lauren M.,ZPaQXB1Tst9-aSIjGp0_aw
-ukl7boW9ZxJgQgi3bAzng,https://www.yelp.com/biz/leons-cafe-and-catering-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=-ukl7boW9ZxJgQgi3bAzng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"On a day where we had business in Barrington, hubby found Leon's for breakfast. I'm not a big breakfast person, so it's a challenge for us to agree on...",3,2019-11-13 06:09:22,jtkXg-OITT1Wvq0jCpLudA,https://www.yelp.com/user_details?userid=jtkXg-OITT1Wvq0jCpLudA,https://s3-media2.fl.yelpcdn.com/photo/LD52pq1FHbcSo30_Z6LkCw/o.jpg,Leah S.,ZPaQXB1Tst9-aSIjGp0_aw
8040DYwoZn6iKjgK5is8bg,https://www.yelp.com/biz/mangia-trattoria-and-pizzeria-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=8040DYwoZn6iKjgK5is8bg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,Every time we try a pizza place for the first time we order cheese figuring we want to see how the most basic pie is made. I picked it up within the 20...,2,2019-11-06 12:34:50,3VYCzwwET4hxJI-ithuIEA,https://www.yelp.com/user_details?userid=3VYCzwwET4hxJI-ithuIEA,https://s3-media3.fl.yelpcdn.com/photo/xvo3jWz9J8gpDrV-6s0dcw/o.jpg,Kim O.,KsmMmFc-qSm5vRJBkEQy4g
